FileName,Sentences,Label,text
Ses01F_script01_3_M037,I just want you to know Annie.,neu,I JUST WANT YOU TO KNOW ANNIE .
Ses01F_script02_1_F000,Fine.,neu,FINE .
Ses01F_script02_1_F004,That's not your flashlight.,neu,THAT'S NOT YOUR FLASHLIGHT .
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.,ang,YOU KEEP SAYING MY FLASHLIGHT LIKE IT'S  JUST YOURS .
Ses01F_script02_1_F007,How's that supposed to make me feel?,ang,HOW'S THAT SUPPOSED TO MAKE ME FEEL .
Ses01F_script02_1_F008,Yeah.,neu,YEAH .
Ses01F_script02_1_F009,[LAUGHTER],hap,{LG} .
Ses01F_script02_1_F010,I'm cold.,sad,I'M COLD .
Ses01F_script02_1_F015,Not particularly.,neu,NOT PARTICULARLY .
Ses01F_script02_1_F024,That's the wind.,neu,THAT'S THE WIND .
Ses01F_script02_1_F025,About what?,neu,ABOUT WHAT .
Ses01F_script02_1_M002,"Okay. Is that, is that--",exc,OKAY IS THAT IS THAT .
Ses01F_script02_1_M007,"The flashlight, the silver one. There's only one, isn't there?",neu,THE FLASHLIGHT THE SILVER ONE  THERE'S ONLY ONE ISN'T THERE .
Ses01F_script02_1_M008,Whose is it?,neu,WHOSE IS . IT .
Ses01F_script02_1_M009,"Oh...well. Yeah, of course.",neu,OH WELL  YEAH OF COURSE .
Ses01F_script02_1_M010,No.,neu,NO .
Ses01F_script02_1_M011,"Of course, our flashlight. What's yours is mine. Me flashlight es su flashlight.",neu,OF COURSE  OUR FLASHLIGHT . WHAT'S YOURS IS MINE . ME FLASHLIGHT ES SU FLASHLIGHT .
Ses01F_script02_1_M013,Do they always run during a full moon? I don't remember. Was it full last year?,neu,DO THEY ALWAYS RUN DURING A FULL MOON I DON'T REMEMBER WAS IT  FULL LAST YEAR .
Ses01F_script02_1_M014,"Huh. Are you cold? Do you want my jacket? No? you know, we should have brought the blanket? Our blanket.",neu,HUH ARE YOU COLD DO YOU WANT MY JACKET . NO  YOU  KNOW WE SHOULD HAVE BROUGHT THE BLANKET . OUR  BLANKET .
Ses01F_script02_1_M015,"Aw. Do you know, I should have brought a six pack, too. A six pack, that would be just the ticket right about now. Huh?",neu,AW DO YOU KNOW I SHOULD HAVE BROUGHT A SIX PACK  TOO A SIX PACK THAT WOULD BE JUST THE TICKET RIGHT ABOUT NOW HUH .
Ses01F_script02_1_M016,"God, I'm so excited, I'm like a kid. I can't believe I got out of the house with my fly zipped up.",exc,GOD I'M SO EXCITED I'M LIKE A KID I . CAN'T BELIEVE I GOT OUT OF THE HOUSE WITH MY FLY ZIPPED UP .
Ses01F_script02_1_M020,Right.,neu,RIGHT .
Ses01F_script02_1_M021,"Wait, that's my point, too.",neu,WAIT THAT'S MY POINT TOO .
Ses01F_script02_1_M023,Why not?,neu,WHY NOT .
Ses01F_script02_1_M024,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this. It's just forty minutes away for us; it's too good to pass up.",neu,HONEY THIS IS LIKE A NATURAL PHENOMENON I MEAN  PEOPLE IN KANSAS WOULD HAVE TO . GET . PLANE RESERVATIONS AND GET HOTEL ROOMS TO SEE THIS  IT'S  JUST FORTY MINUTES AWAY FOR US IT'S TOO GOOD TO PASS UP .
Ses01F_script02_1_M025,Yeah. But this..this moment on the beach is like the highlight of their little lives. All that flopping around is laying eggs or what to do - spawning or mating or whatever.,neu,YEAH BUT . THIS  THIS  MOMENT ON THE BEACH IS LIKE THE HIGHLIGHT OF THEIR LITTLE LIVES  ALL THAT FLOPPING AROUND IS . LAYING EGGS OR . WHAT TO DO . SPAWNING OR MATING OR WHATEVER .
Ses01F_script02_1_M026,This is a big night for these little guys. It's like life's last orgy.,neu,THIS IS A BIG NIGHT FOR THESE LITTLE GUYS IT'S LIKE LIFE'S  LAST  ORGY .
Ses01F_script02_1_M029,"There's like mystery here, there's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested.",neu,THERE'S LIKE MYSTERY HERE THERE'S MAGIC IT'S LIKE A LITTLE BIT OF THE UNEXPLAINABLE  I JUST CAN'T SEE HOW YOU'RE NOT INTERESTED .
Ses01F_script02_1_M031,"God, I don't get it. you know the first time we came here, you said it was the best night of your life?",neu,GOD I DON'T GET IT . YOU KNOW THE FIRST TIME WE CAME . HERE YOU SAID IT WAS THE  BEST NIGHT OF YOUR LIFE .
Ses01F_script02_1_M032,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",neu,AND LAST YEAR I REMEMBER DISTINCTLY YOU SAID . YOU WERE SO EXCITED TO GET HERE THAT YOU DON'T REMEMBER YOU STUBBED YOUR TOE UNTIL WE WERE IN THE CAR .
Ses01F_script02_1_M033,Ahh...we weren't in a good spot.,neu,AHH WE WEREN'T IN A GOOD SPOT .
Ses01F_script02_1_M034,"We just weren't in a good spot. I'm telling you, this is a much better spot. I have instincts for these things.",neu,WE JUST WEREN'T IN A GOOD SPOT I'M TELLING YOU THIS  IS A MUCH BETTER SPOT  I HAVE INSTINCTS FOR THESE THINGS .
Ses01F_script02_1_M035,"Look there, see? What's that? No, that's - that's just seaweed.",exc,LOOK THERE SEE WHAT'S THAT  NO THAT'S . THAT'S JUST SEAWEED .
Ses01F_script02_1_M036,"God, this is great. Think about this. I know you are not interested, but just think about this.",hap,GOD  THIS IS GREAT  THINK  ABOUT THIS I KNOW . YOU ARE NOT INTERESTED  BUT JUST THINK ABOUT THIS .
Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast. And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",exc,JUST ALL AT ONCE . THEY TURNED AND THEY FORMED THIS LINE AS LONG AS THE CALIFORNIA COAST  AND SOME  INSTINCTUAL LITTLE FIRECRACKER WENT OFF IN THEIR BODIES AND THEY ALL JUST TURNED AS ONE AND STARTED  SWIMMING .
Ses01F_script02_1_M040,It's single mindedness with no mind. It is urgency that is just pure urge.,exc,IT'S SINGLE MINDEDNESS . WITH NO MIND  IT IS URGENCY THAT IS JUST PURE URGE .
Ses01F_script02_1_M043,So what do you think?,hap,SO WHAT DO YOU THINK .
Ses01F_script02_1_M044,"About all of that, about all I was talking about.",hap,ABOUT ALL OF THAT ABOUT ALL I WAS TALKING  ABOUT .
Ses01F_script02_2_F000,That's the wind.,neu,THAT'S THE WIND .
Ses01F_script02_2_F001,About what?,neu,ABOUT WHAT .
Ses01F_script02_2_F006,"Don't ask me that. I hate it when you ask me that, you always ask me that. It's insulting.",ang,DON'T  ASK ME THAT  I HATE IT WHEN YOU ASK ME THAT YOU ALWAYS ASK ME THAT IT'S INSULTING .
Ses01F_script02_2_F008,"For God- Grow up, Augie. The fish are not going to arrive.",ang,FOR GOD . GROW UP . AUGIE THE FISH  ARE NOT GOING TO ARRIVE .
Ses01F_script02_2_F009,Because they never do. Have they...Have they ever?,ang,BECAUSE . THEY NEVER DO  HAVE THEY HAVE THEY EVER .
Ses01F_script02_2_F010,Twice is every time we have tried; that's ever.,ang,TWICE IS EVERY TIME WE HAVE TRIED THAT'S EVER .
Ses01F_script02_2_F015,"I feel like I'm always just standing here waiting. I feel like this night is going to be the night, but it never is.",sad,I FEEL LIKE . I'M ALWAYS JUST STANDING HERE WAITING . I FEEL LIKE THIS NIGHT IS GOING TO BE THE NIGHT BUT IT NEVER IS .
Ses01F_script02_2_F016,"For God's sake, this is not about fish.",ang,FOR GOD'S  SAKE THIS IS NOT ABOUT FISH .
Ses01F_script02_2_F017,Do you remember the first year we came here? It was like four years after we got married.,neu,DO YOU REMEMBER THE FIRST YEAR WE CAME HERE IT . WAS LIKE FOUR YEARS AFTER WE GOT MARRIED .
Ses01F_script02_2_F019,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them. And I remember thinking, this is it. You know, finally, I am as happy as I'm supposed to be.",hap,YOU WHISPERED THE SWEETEST MOST INTIMATE THINGS TO ME . RIGHT INTO MY EAR  SO I COULD FEEL THEM AS MUCH AS HEAR THEM  AND I REMEMBER THINKING . THIS IS IT . YOU KNOW FINALLY I AM AS  HAPPY AS I'M SUPPOSED TO BE .
Ses01F_script02_2_F022,I'd rather not remember some things. I'd rather not hope for some things.,sad,I'D RATHER NOT REMEMBER SOME THINGS  I'D RATHER NOT HOPE FOR SOME THINGS .
Ses01F_script02_2_F023,No.,neu,NO .
Ses01F_script02_2_F026,No.,neu,NO .
Ses01F_script02_2_F034,"I know you are Augie, I know.",sad,I KNOW YOU ARE AUGIE I KNOW .
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sad,I KNOW YOU MEANT THIS TO . BE SPECIAL I KNOW . THAT YOU WANTED IT TO BE  RIGHT BUT I JUST . CAN'T HELP THINKING THAT . I CAN'T HELP WISHING THAT I WAS SOMEWHERE ELSE .
Ses01F_script02_2_F036,I didn't say that.,sad,I DIDN'T SAY THAT .
Ses01F_script02_2_F040,"You're the one who probably wishes he was with somebody else. Somebody who doesn't take things so seriously, who could enjoy herself.",sad,YOU'RE THE ONE WHO PROBABLY WISHES HE WAS WITH SOMEBODY ELSE  SOMEBODY WHO DOESN'T TAKE THINGS SO SERIOUSLY WHO  COULD ENJOY HERSELF .
Ses01F_script02_2_F041,"So maybe we are in the wrong spot, but we are with the right person.",neu,SO MAYBE WE ARE . IN THE WRONG SPOT BUT WE ARE WITH  THE RIGHT PERSON .
Ses01F_script02_2_F042,"Hmm. I noticed that, it's pretty. Big old white moon.",hap,HMM I NOTICED THAT  IT'S PRETTY  BIG OLD WHITE MOON .
Ses01F_script02_2_F043,"Augie, you bought refreshments.",hap,AUGIE  YOU BOUGHT REFRESHMENTS .
Ses01F_script02_2_F044,I guess we don't need glasses.,hap,I GUESS  WE DON'T NEED GLASSES .
Ses01F_script02_2_F045,I'm beginning to think this might be the right spot after all.,hap,I'M BEGINNING TO THINK THIS MIGHT BE THE RIGHT SPOT AFTER ALL .
Ses01F_script02_2_F046,"Augie, I'm sorry.",sad,AUGIE I'M SORRY .
Ses01F_script02_2_F047,Or not.,neu,OR NOT .
Ses01F_script02_2_M000,"Look at this, all of the hairs are standing up on my arm.",exc,LOOK AT THIS ALL OF THE HAIRS ARE STANDING UP ON MY ARM .
Ses01F_script02_2_M001,"Well, so, what do you think?",exc,WELL SO WHAT DO YOU THINK .
Ses01F_script02_2_M002,About what I was saying.,neu,ABOUT WHAT I WAS SAYING .
Ses01F_script02_2_M006,"Carla, can I ask you something? Now, don't take this the wrong way, but are you on your period?",neu,CARLA CAN I ASK YOU SOMETHING NOW . DON'T TAKE THIS THE WRONG WAY BUT  ARE YOU ON YOUR PERIOD .
Ses01F_script02_2_M016,"Okay. So you were fine during that phone call from Marge and then dinner was okay. And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? And I said, sure great, let's go.",neu,OKAY SO  YOU WERE FINE DURING THAT PHONE CALL FROM MARGE AND THEN DINNER WAS OKAY . AND  DOING THE DISHES WAS FINE . AND THEN I WAS GOING TO TAKE A SHOWER AND YOU'RE WATCHING THE NEWS AND YOU SAID THE GRUNIONS ARE RUNNING TONIGHT DO YOU WANT TO GO AND I SAID SURE GREAT LET'S GO .
Ses01F_script02_2_M017,"Okay. So I am putting out the pets, getting the car out of the garage.",neu,OKAY SO I AM PUTTING OUT THE PETS . GETTING THE CAR OUT OF THE GARAGE .
Ses01F_script02_2_M019,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne. I said no, time's a wasting or something like that.",neu,IT'S WHEN WE WERE DRIVING PAST THAT KNICKERBOCKER LIQUOR LOCKER . YOU SAID  LET'S GET SOME CHAMPAGNE . I SAID NO TIME'S A WASTING OR SOMETHING LIKE THAT .
Ses01F_script02_2_M021,Sure. All right. Okay.,neu,SURE  ALL RIGHT OKAY .
Ses01F_script02_2_M022,"Listen, do you want to dance?",neu,LISTEN DO YOU WANT TO DANCE .
Ses01F_script02_2_M023,Do you want me to go get some champagne?,neu,DO YOU WANT ME TO GO GET SOME CHAMPAGNE .
Ses01F_script02_2_M024,Do you want to take off your shoes?,hap,DO YOU  WANT TO TAKE OFF YOUR SHOES .
Ses01F_script02_2_M026,Do you want to get married again?,hap,DO YOU WANT TO GET  MARRIED AGAIN .
Ses01F_script02_2_M033,Yes it is.,neu,YES IT IS .
Ses01F_script02_2_M037,"Maybe if you were with someone else, too.",sad,MAYBE IF YOU WERE WITH SOMEONE ELSE TOO .
Ses01F_script02_2_M038,I just- I know I don't make you happy.,sad,I JUST I KNOW I DON'T MAKE YOU HAPPY .
Ses01F_script02_2_M040,"You know, actually now that you mention it, no I don't.",neu,YOU KNOW ACTUALLY NOW THAT YOU MENTION IT NO I DON'T .
Ses01F_script02_2_M042,"We have a great view of the moon from here, though, huh?",neu,WE  HAVE A GREAT VIEW OF THE MOON FROM HERE THOUGH HUH .
Ses01F_script02_2_M043,[BREATHING],neu,{BR} .
Ses01F_script02_2_M044,And look what I got here.,hap,AND LOOK WHAT I GOT HERE .
Ses01F_script02_2_M046,[BREATHING],hap,{BR} .
Ses01F_script02_2_M047,Do you want to go home? Are you cold?,neu,DO YOU WANT TO GO HOME ARE . YOU COLD .
Ses01F_script02_2_M048,"Shh. If we're very quiet, the fish might come.",neu,SHH IF WE'RE VERY  QUIET THE FISH MIGHT COME .
Ses01F_script02_2_M049,Or not.,hap,OR NOT .
Ses01F_script03_1_F005,[LAUGHTER] That sent shivers up my spine.,hap,{LG} THAT SENT  SHIVERS UP MY  SPINE .
Ses01F_script03_1_F006,We'll behave exquisitely.,exc,WE'LL BEHAVE EXQUISITELY .
Ses01F_script03_1_F007,I think I shall do a curtsy.,exc,I THINK I SHALL DO A CURTSY .
Ses01F_script03_1_F010,Yes. Meaning just that.,hap,YES  MEANING JUST  THAT .
Ses01F_script03_1_F011,Don't laugh at me. I'm being serious.,hap,DON'T LAUGH AT ME I'M BEING  SERIOUS .
Ses01F_script03_1_F012,Who's they?,exc,WHO'S  THEY .
Ses01F_script03_1_F020,[LAUGHTER],hap,{LG} .
Ses01F_script03_1_F021,"Oh Elliott, worms don't pop.",hap,OH . ELLIOTT WORMS DON'T  POP .
Ses01F_script03_1_F022,"Aw. Thank you, darling. The same applies to you too, except that if you so much as look at another woman I'll kill you.",hap,AW . THANK  YOU DARLING . THE SAME APPLIES TO YOU TOO . EXCEPT THAT IF YOU SO MUCH AS LOOK AT ANOTHER WOMAN I'LL . KILL YOU .
Ses01F_script03_1_F024,"Oh Charles, that was his name. He did wiggle so beautifully.",exc,OH . CHARLES THAT WAS HIS  NAME HE DID WIGGLE SO BEAUTIFULLY .
Ses01F_script03_1_F029,"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER] How utterly, utterly ridiculous.",hap,THE MANAGER CAME IN HE FOUND US ROLLING ABOUT THE FLOOR . BITING AND SCRATCHING LIKE  PANTHERS {LG} HOW . UTTERLY UTTERLY RIDICULOUS .
Ses01F_script03_1_F030,[LAUGHTER] And very much sillier.,hap,{LG} . AND VERY MUCH SILLIER .
Ses01F_script03_1_M005,I don't care then.,exc,I DON'T CARE THEN .
Ses01F_script03_1_M007,No. Wrong number. [LAUGHTER],hap,NO WRONG NUMBER  {LG} .
Ses01F_script03_1_M008,What shall we do if they suddenly walk in on us.[LAUGHTER],hap,WHAT SHALL WE DO IF THEY SUDDENLY WALK IN ON US {LG} .
Ses01F_script03_1_M009,With perfect poise.,hap,WITH PERFECT POISE .
Ses01F_script03_1_M010,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy. Do they?",hap,IT'S STRANGE THINGS THAT OUGHT TO MATTER DREADFULLY THEY JUST DON'T MATTER AT ALL WHEN ONE'S HAPPY DO THEY .
Ses01F_script03_1_M013,"Well what does it all mean? That's what I ask myself in my quest for ultimate truth. Dear God, what does it all mean?",hap,WELL WHAT DOES IT ALL MEAN  THAT'S WHAT I ASK MYSELF IN MY  QUEST FOR ULTIMATE TRUTH DEAR GOD  WHAT DOES IT ALL MEAN .
Ses01F_script03_1_M018,Who knows?,hap,WHO KNOWS .
Ses01F_script03_1_M021,Yes. Yes with all of his might.,exc,YES  YES . WITH ALL OF HIS MIGHT .
Ses01F_script03_1_M024,"Let's be superficial, and just pity those poor philosophers, huh? Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",exc,LET'S BE SUPERFICIAL AND JUST  PITY THOSE POOR PHILOSOPHERS HUH  LET'S BLOW TRUMPETS AND SQUEAKERS AND . ENJOY THE PARTY FOR AS LONG AS WE CAN YOU KNOW LIKE SMALL IDIOTIC SCHOOL  CHILDREN .
Ses01F_script03_1_M025,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,hap,OH . COME AND KISS ME DARLING . BEFORE YOUR BODY ROTS AND WORMS POP OUT OF YOUR EYE SOCKETS .
Ses01F_script03_1_M026,"Oh See, I don't care what you do, see. You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world. I shan't say a word, just as long as you love me best.",hap,OH SEE I DON'T CARE WHAT YOU DO SEE  YOU CAN PAINT YOURSELF GREEN AND RUN NAKED THROUGH THE . PLACE VENDOME  AND RUN OFF WITH ALL OF THE MEN OF THE WORLD . I SHAN'T SAY A WORD . JUST AS LONG AS YOU LOVE ME . BEST .
Ses01F_script03_1_M034,"That was a rouser, wasn't it?",hap,THAT  WAS A ROUSER WASN'T  IT .
Ses01F_script03_1_M036,[LAUGHTER] I'll never forget his face. [LAUGHTER],hap,{LG} I'LL NEVER FORGET HIS FACE . {LG} .
Ses01F_script03_1_M037,[LAUGHTER] We were very much younger then.,hap,{LG} WE WERE VERY MUCH YOUNGER THEN .
Ses01F_script03_2_F000,And very much sillier.,hap,AND VERY MUCH SILLIER .
Ses01F_script03_2_F001,Oh. You knew there was nothing in that.,hap,OH YOU KNEW THERE WAS  NOTHING IN THAT .
Ses01F_script03_2_F002,"Presents? It was only a trivial, little brooch.",hap,PRESENTS . IT WAS ONLY A TRIVIAL LITTLE BROOCH .
Ses01F_script03_2_F004,I did not. You worked that whole thing up in your jealous imagination.,neu,I DID NOT  YOU WORKED THAT WHOLE THING UP IN YOUR JEALOUS IMAGINATION .
Ses01F_script03_2_F005,"Well, what of it?",neu,WELL WHAT OF IT .
Ses01F_script03_2_F013,Don't be stupid.,ang,DON'T BE STUPID .
Ses01F_script03_2_F014,What?,ang,WHAT .
Ses01F_script03_2_F015,No. I am just making myself fascinating for you.,ang,NO I AM JUST MAKING MYSELF FASCINATING FOR YOU .
Ses01F_script03_2_F016,Oh. It's a woman's duty to allure the man.,ang,OH IT'S A WOMAN'S DUTY TO ALLURE THE MAN .
Ses01F_script03_2_F017,No it isn't.,ang,NO IT ISN'T .
Ses01F_script03_2_F018,You shut up.,ang,YOU SHUT UP .
Ses01F_script03_2_F021,They sting. I don't care. Do you understand? I don't care if they bark and they roll about like hoops.,ang,THEY . STING  I DON'T CARE DO YOU UNDERSTAND  I DON'T CARE IF THEY  BARK AND THEY ROLL ABOUT LIKE HOOPS .
Ses01F_script03_2_F022,"Yes I did, quite a lot.",ang,YES I DID QUITE A LOT .
Ses01F_script03_2_F023,Mind your own business.,ang,MIND YOUR OWN BUSINESS .
Ses01F_script03_2_F024,"You're quite insufferable, I expect it's because you are drunk.",ang,YOU'RE QUITE INSUFFERABLE . I EXPECT IT'S BECAUSE YOU ARE DRUNK .
Ses01F_script03_2_F025,You've always had a weak head.,ang,YOU'VE ALWAYS HAD A . WEAK . HEAD .
Ses01F_script03_2_F026,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",ang,ON THE CONTRARY A CHILD OF TWO CAN GET VIOLENTLY DRUNK . ON ONLY ONE GLASS OF BRANDY .
Ses01F_script03_2_F027,Oh shut up.,ang,OH SHUT UP .
Ses01F_script03_2_F028,Shut up.,ang,SHUT UP .
Ses01F_script03_2_F029,"Not very funny, darling. Why don't you have some more brandy.",ang,NOT VERY FUNNY DARLING WHY DON'T YOU HAVE SOME MORE BRANDY .
Ses01F_script03_2_F030,Why?,neu,WHY .
Ses01F_script03_2_F031,There are no people upstairs; it's a photographer's studio.,neu,THERE ARE NO PEOPLE UPSTAIRS IT'S A PHOTOGRAPHER'S STUDIO .
Ses01F_script03_2_F032,They are away in Tunis.,neu,THEY ARE AWAY IN TUNIS .
Ses01F_script03_2_F034,Fine if you insist on being boorish and idiotic.,ang,FINE IF YOU INSIST ON BEING . BOORISH AND . IDIOTIC .
Ses01F_script03_2_F035,"You are far too temperamental, try to control yourself.",ang,YOU ARE FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF .
Ses01F_script03_2_F036,"I won't. Let go, let go of me. Listen, listen? I'm sick and tired of listening to you, you sadistic bully.",ang,I  WON'T LET  GO LET  GO OF ME . LISTEN  LISTEN I'M SICK AND TIRED OF LISTENING TO YOU YOU SADISTIC BULLY .
Ses01F_script03_2_F037,"Oh shut up. Let go. I hate you, I hate you. Do you hear? You are a conceited and overbearing and utterly impossible.",ang,OH . SHUT . UP . LET GO I HATE YOU . I HATE YOU DO YOU HEAR . YOU ARE A CONCEITED AND OVERBEARING AND UTTERLY IMPOSSIBLE .
Ses01F_script03_2_F038,This is the end. Do you hear me? Finally and forever.,ang,THIS IS THE END DO YOU HEAR ME  FINALLY AND FOREVER .
Ses01F_script03_2_F039,Oh. Yes I am.,ang,OH . YES I AM .
Ses01F_script03_2_F040,"Yes I am. Stop it. Stop it. Let go of me. Oh. You're a cruel fiend. I loathe and I hate you. Marry you again? Never, never, never. I hope you die in torment, you brute beast cad.",ang,YES  I . AM STOP IT STOP IT LET GO . OF ME OH YOU'RE A CRUEL  FIEND I LOATHE AND I HATE YOU . MARRY YOU AGAIN NEVER NEVER NEVER I HOPE YOU DIE . IN TORMENT YOU BRUTE BEAST CAD .
Ses01F_script03_2_M001,However I believe the real cause of that row was Peter Burden.,neu,HOWEVER I BELIEVE THE REAL CAUSE OF THAT ROW WAS . PETER  BURDEN .
Ses01F_script03_2_M002,I knew nothing of the sort. You took presents from him.,neu,I KNEW NOTHING OF THE SORT  YOU TOOK PRESENTS FROM HIM .
Ses01F_script03_2_M004,You went out of your way to torture me over Peter Burden.,neu,YOU WENT OUT OF YOUR WAY TO TORTURE ME OVER  PETER . BURDEN .
Ses01F_script03_2_M007,What about me?,ang,WHAT ABOUT ME .
Ses01F_script03_2_M010,"I'll have a little, I think.",neu,I'LL HAVE A LITTLE I THINK .
Ses01F_script03_2_M011,"No particular reason. Anyhow, they are very small ones.",neu,NO PARTICULAR REASON . ANYHOW THEY ARE VERY SMALL ONES .
Ses01F_script03_2_M014,"Really, Amanda.",ang,REALLY AMANDA .
Ses01F_script03_2_M016,"you going out somewhere, dear?",neu,YOU GOING OUT SOMEWHERE DEAR .
Ses01F_script03_2_M018,"Well as a matter of fact, yes, that's perfectly true.",neu,WELL AS A MATTER OF FACT YES THAT'S PERFECTLY TRUE .
Ses01F_script03_2_M019,Yes it is.,neu,YES IT IS .
Ses01F_script03_2_M020,"Oh really. It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",ang,OH  REALLY  IT'S A PITY YOU DIDN'T HAVE ANY BRANDY IT WOULD HAVE MADE YOU A LITTLE LESS DISAGREEABLE .
Ses01F_script03_2_M021,"Snap, snap, snap. You know you are like a little adder.",ang,SNAP SNAP SNAP YOU KNOW YOU ARE LIKE A LITTLE ADDER .
Ses01F_script03_2_M022,Nonsense. They have a bag of venom behind their fangs and they snap. They snap.,ang,NONSENSE THEY HAVE A BAG OF VENOM BEHIND THEIR FANGS . AND THEY . SNAP . THEY SNAP .
Ses01F_script03_2_M023,Did you see much of Peter Burden after our divorce?,ang,DID YOU SEE MUCH OF PETER BURDEN AFTER OUR DIVORCE .
Ses01F_script03_2_M024,"And I suppose you let him kiss you a good deal more than, too. Yes. I suppose you guys had a riotous time, huh? All out, no restraint at all. Well, you never really had much anyhow.",ang,AND . I SUPPOSE YOU LET HIM . KISS YOU A GOOD DEAL MORE THAN . TOO YES I SUPPOSE YOU GUYS HAD A RIOTOUS TIME HUH . ALL OUT NO RESTRAINT AT ALL . WELL YOU NEVER REALLY HAD MUCH ANYHOW .
Ses01F_script03_2_M025,I think I am not in the least bit drunk.,ang,I THINK I AM . NOT IN THE LEAST BIT DRUNK .
Ses01F_script03_2_M026,I think I mentioned once before that I've had three minute liquor glasses the whole evening long. A child of two cannot get drunk on that.,ang,I  THINK I MENTIONED ONCE BEFORE THAT I'VE HAD THREE . MINUTE . LIQUOR GLASSES THE WHOLE EVENING LONG . A CHILD OF TWO CANNOT GET DRUNK ON THAT .
Ses01F_script03_2_M027,"That's very interesting Amanda. How about a child of four? Or a child of six? Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",ang,THAT'S VERY INTERESTING AMANDA . HOW  ABOUT A CHILD OF  FOUR  OR A CHILD OF SIX OR A CHILD OF NINE WE CAN GET A GOOD  LITTLE CONVERSATION GOING ON ABOUT THIS YOU KNOW INTEMPERATE TOTS .
Ses01F_script03_2_M029,"Look, you better turn that off. I don't want to wake up the people upstairs.",ang,LOOK YOU BETTER TURN THAT OFF  I DON'T WANT TO WAKE UP THE PEOPLE UPSTAIRS .
Ses01F_script03_2_M030,Well then you'll wake up the people downstairs.,ang,WELL THEN YOU'LL WAKE UP THE PEOPLE DOWNSTAIRS .
Ses01F_script03_2_M031,This is no time of year for Tunis.,neu,THIS IS NO TIME OF YEAR FOR TUNIS .
Ses01F_script03_2_M032,I will do no such thing.,ang,I WILL DO NO SUCH THING .
Ses01F_script03_2_M033,"Will you turn that off, it's driving me mad.",ang,WILL YOU TURN THAT OFF . IT'S DRIVING ME MAD .
Ses01F_script03_2_M034,Turn it off.,ang,TURN . IT  OFF .
Ses01F_script03_2_M035,"Amanda, listen, listen.",ang,AMANDA LISTEN . LISTEN .
Ses01F_script03_2_M036,Oh. That's very amusing indeed.,ang,OH THAT'S VERY AMUSING INDEED .
Ses01F_script03_2_M037,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",ang,YOU ARE . A . VILE ILL TEMPERED LOOSE LIVING . WICKED LITTLE BEAST AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS I LIVE .
Ses01F_script03_2_M038,You're not going like this.,ang,YOU'RE NOT GOING LIKE THIS .
Ses01F_script03_2_M039,You're not.,ang,YOU'RE NOT .
Ses01F_script03_2_M040,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee. You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",ang,SHUT  UP . SHUT UP . GOD I WOULDN'T MARRY YOU AGAIN . IF YOU CAME CRAWLING BACK TO ME ON A BENDED . KNEE . YOU ARE A VILE . ILL TEMPERED . MEAN LITTLE WENCH AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS . I LIVE .
Ses01M_impro01_F000,Next.,ang,NEXT .
Ses01M_impro01_F001,My window is open.,ang,MY WINDOW IS OPEN .
Ses01M_impro01_F007,"No, I need your ID to give you a second ID.",ang,NO I NEED YOUR ID TO GIVE YOU A SECOND ID .
Ses01M_impro01_F008,It's really simple if you have a problem with it... Maybe you should--,ang,IT'S REALLY SIMPLE IF YOU HAVE A PROBLEM WITH IT MAYBE YOU SHOULD .
Ses01M_impro01_F011,What do you expect me to do?,ang,WHAT DO YOU EXPECT ME TO DO .
Ses01M_impro01_F012,Probably.,ang,PROBABLY .
Ses01M_impro01_F019,Don't raise your voice with me.,ang,DON'T RAISE YOUR VOICE WITH ME .
Ses01M_impro01_F020,Don't talk to me like I'm a child.,ang,DON'T TALK TO ME LIKE I'M A CHILD .
