,FileName,Sentences,Label,text,AugmentedText
660,Ses01M_impro05_F033,No.,neu,NO .,"Oh, my God."
661,Ses01M_impro05_F034,We have plenty of aggressive searching going on it's not there. Someone's taken it.,neu,WE HAVE PLENTY OF AGGRESSIVE SEARCHING GOING ON IT'S NOT  THERE SOMEONE'S TAKEN  IT .,We have a lot of aggressive search.
662,Ses01M_impro05_M004,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,ang,ARE YOU INSINUATING THAT I DON'T HAVE A COLLEGE EDUCATION AND THAT FOR SOME REASON THAT MAKES YOU A BETTER PERSON THAN I AM .,Are you suggesting that I don't have college education and that for some reason that makes you a better person than I am?
663,Ses01M_impro05_M005,"Listen, shut your smug mouth, okay? I don't need that.",ang,LISTEN SHUT YOUR SMUG MOUTH OKAY I DON'T NEED THAT .,"Listen, shut up with your complacent mouth, okay?"
664,Ses01M_impro05_M006,I've been sitting here for four hours.,ang,I'VE BEEN SITTING HERE FOR  FOUR HOURS .,I've been sitting here four hours.
665,Ses01M_impro05_M007,You people have just been tossing me around like a used hanky.,ang,YOU PEOPLE HAVE JUST BEEN TOSSING ME AROUND LIKE A USED . HANKY .,You guys just threw me around like a used whore.
666,Ses01M_impro05_M008,You work here.,ang,YOU WORK HERE .,You work here.
667,Ses01M_impro05_M015,Okay.,neu,OKAY .,All right.
668,Ses01M_impro05_M020,Probably people that work for your company huh?,ang,PROBABLY PEOPLE THAT WORK FOR YOUR COMPANY HUH .,Probably people who work for your company?
669,Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,ang,DO YOU KNOW WHAT WAS IN THAT LITTLE BAG  THAT I COULD HAVE JUST EASILY PUT IN OVERHEAD COMPARTMENT BUT NO I HAD TO CHECK .,"You know what was in the bag that I could just put in the overhead compartment, but no, I had to check?"
670,Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,ang,MY COMPUTER  WHICH HAS  ALL OF MY DATA WHICH I'M COLLECTING RIGHT NOW .,"My computer, which has all the data I'm collecting right now."
671,Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that. So I need to have that back.,ang,YEAH . IT'S REALLY UNFORTUNATE YOU KNOW WHY BECAUSE I'M GOING TO GET FIRED IF I DON'T GET THAT . SO I NEED TO HAVE THAT BACK .,"Yeah, it's really unfortunate that you know why, because I'm getting fired if I don't understand."
672,Ses01M_impro05_M024,"Fifty dollars is not going to cover me for my job, okay?",ang,FIFTY DOLLARS IS NOT GOING TO COVER ME FOR MY JOB OKAY .,"Fifty dollars won't cover me for my job, okay?"
673,Ses01M_impro05_M025,Well you need to find it. Can I just go back there and look through the bags? Can I just go back there and just go through maybe I'll find it.,ang,WELL YOU NEED TO FIND . IT CAN I JUST GO BACK THERE AND LOOK THROUGH THE BAGS . CAN I . JUST GO BACK THERE AND JUST GO THROUGH MAYBE I'LL FIND IT .,"Can I go back and look through the pockets? Can I just go back there and just go through it, maybe I'll find it."
674,Ses01M_impro05_M026,It'll be a lot more than what you're doing sitting here and just give me lip service. I'd like to go back at least do some aggressive searching for my stuff.,ang,IT'LL BE A LOT MORE THAN WHAT YOU'RE DOING  SITTING HERE AND JUST GIVE ME LIP SERVICE I'D LIKE TO GO BACK AT LEAST DO SOME AGGRESSIVE SEARCHING FOR MY STUFF .,I'd like to look for something aggressive again for my stuff.
675,Ses01M_impro05_M027,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",ang,SURE YEAH RIGHT YOU HAVE PLENTY OF AGGRESSIVE SEARCHING GOING ON . AGGRESSIVE SEARCHING DRINKING COFFEE AND SMOKING CIGARETTES .,"Sure, yeah, right, you have a lot of aggressive looking, aggressive looking, drinking coffee and smoking cigarettes."
676,Ses01M_impro05_M028,I know what you guys do when you're not working you're union people; you just sit around on your ass.,ang,I KNOW WHAT YOU GUYS DO WHEN YOU'RE NOT WORKING YOU'RE UNION PEOPLE YOU JUST SIT AROUND ON YOUR ASS .,"I know what you do if you don't work, you're unionists, you're just sitting on your ass."
677,Ses01M_impro05_M031,Thank you very much.,ang,THANK YOU VERY MUCH .,Thank you very much.
678,Ses01M_impro06_F000,You okay?,neu,YOU OKAY .,Are you okay?
679,Ses01M_impro06_F001,What's happened?,neu,WHAT'S HAPPENED .,What happened?
680,Ses01M_impro06_F002,You don't have to if you don't want to.,neu,YOU DON'T HAVE TO IF YOU DON'T WANT TO .,You don't have to if you don't want to.
681,Ses01M_impro06_F003,I'm sorry to hear that.,sad,I'M SORRY TO HEAR THAT .,I'm sorry to hear that.
682,Ses01M_impro06_F004,You've been taking care of it all?,sad,YOU'VE BEEN TAKING CARE OF IT ALL .,Did you take care of everything?
683,Ses01M_impro06_F005,Oh Jesus.,sad,OH JESUS .,My God.
684,Ses01M_impro06_F006,He sick for awhile?,sad,HE SICK FOR AWHILE .,Is he sick for a while?
685,Ses01M_impro06_F007,Was it an accident?,neu,WAS IT AN ACCIDENT .,Was it an accident?
686,Ses01M_impro06_F008,how was sick?,neu,HOW WAS SICK .,How was it sick?
687,Ses01M_impro06_F009,"Well, I'm confused. He was sick or it was an accident?",neu,WELL I'M CONFUSED HE WAS SICK OR IT WAS AN ACCIDENT .,He was sick or it was an accident?
688,Ses01M_impro06_F010,Oh. Really fast? Oh.,neu,OH REALLY FAST OH .,"Oh, really fast?"
689,Ses01M_impro06_F011,Yeah.,neu,YEAH .,Yes.
690,Ses01M_impro06_F012,Yeah.,neu,YEAH .,Yes.
691,Ses01M_impro06_F013,"Totally, yeah.",neu,TOTALLY YEAH .,"Totally, yes."
692,Ses01M_impro06_F014,Mmhmm.,neu,MMHMM .,"Yeah, it's okay."
693,Ses01M_impro06_F015,Lock,neu,LOCK .,Locks
694,Ses01M_impro06_F016,Mmhmm.,neu,MMHMM .,What's the matter with you?
695,Ses01M_impro06_F017,The plans you make [GARBAGE].,neu,THE PLANS YOU MAKE {NS} .,The plans you make [GARBAGE].
696,Ses01M_impro06_F018,It leaves a hole for you too.,neu,IT LEAVES A HOLE FOR YOU TOO .,"It leaves a hole for you, too."
697,Ses01M_impro06_F019,"It leaves a hole for you too, in your plans together.",neu,IT LEAVES A HOLE FOR YOU TOO . IN YOUR PLANS TOGETHER .,"It also leaves a hole for you, in your plans together."
698,Ses01M_impro06_F020,It gets better.,neu,IT GETS BETTER .,It's getting better.
699,Ses01M_impro06_F021,Mmhmm.,neu,MMHMM .,- Yes.
700,Ses01M_impro06_F022,MMhmm.,neu,MMHMM .,"Hey, how are you?"
701,Ses01M_impro06_F023,Mmhmm.,neu,MMHMM .,I don't understand.
702,Ses01M_impro06_F024,How long did you know each other?,neu,HOW LONG DID YOU KNOW EACH OTHER .,How long did you know each other?
703,Ses01M_impro06_F025,That's a long time.,neu,THAT'S A LONG TIME .,It's a long time.
704,Ses01M_impro06_F026,It's good that you were there.,neu,IT'S GOOD THAT YOU WERE THERE .,It's good you were there.
705,Ses01M_impro06_F027,Yeah.,neu,YEAH .,Yes.
706,Ses01M_impro06_F028,Are there things you wish you'd done differently?,neu,ARE THERE THINGS YOU WISH YOU'D DONE DIFFERENTLY .,Did you wish for something you would have done differently?
707,Ses01M_impro06_M000,"Yeah, I'm just-- yeah",sad,YEAH I'M JUST YEAH .,"Yeah, I'm just..."
708,Ses01M_impro06_M001,"Just kind of feel numb, you know.",sad,JUST KIND OF FEEL NUMB YOU KNOW .,"You just feel numb, you know."
709,Ses01M_impro06_M002,You didn't even hear?,sad,YOU DIDN'T EVEN HEAR .,Didn't you even hear?
710,Ses01M_impro06_M003,[BREATHING] Umm.,sad,{BR} UMM .,(EXHALES) Umm.
711,Ses01M_impro06_M004,God I've told this story so many times. Umm.,sad,GOD I'VE TOLD THIS STORY SO MANY TIMES  UMM .,"God, I've told this story so many times."
712,Ses01M_impro06_M005,I just...I just basically lost someone that was really close to me.,sad,I JUST I JUST BASICALLY LOST SOMEONE THAT WAS REALLY CLOSE TO ME .,I just... I just basically lost someone who was really close to me.
713,Ses01M_impro06_M006,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",sad,AND I'VE KIND OF BEEN DEALING WITH ALL OF  THE THE . STUFF YOU KNOW THE . HOSPITAL AND  PEOPLE WORK . BECAUSE .,"And I'm kind of dealing with all these things, you know the hospital and people work because..."
714,Ses01M_impro06_M007,"He kind of didn't have anyone to take care of that for him, so--",sad,HE KIND OF DIDN'T HAVE ANYONE TO TAKE CARE OF THAT FOR HIM . SO .,"He didn't have anyone to take care of it, so..."
715,Ses01M_impro06_M008,It's just really...really messed up.,sad,IT'S JUST . REALLY . REALLY MESSED UP .,It's just... really messed up.
716,Ses01M_impro06_M009,No.,sad,NO .,"Oh, my God."
717,Ses01M_impro06_M010,Just like it.,sad,JUST LIKE IT .,Like this.
718,Ses01M_impro06_M011,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",sad,NO I MEAN IT JUST CAME ON REALLY QUICK YOU KNOW I MEAN IT WAS A  {NS} IT WAS A SICKNESS BUT IT JUST .,"No, I mean, it just came very quickly, you know, I mean, it was a [GARBAGE] it was a disease, but it was just..."
719,Ses01M_impro06_M012,What?,sad,WHAT .,What?
720,Ses01M_impro06_M013,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",sad,HE WAS SICK . HE GOT SICK HE GOT SICK . BUT IT HAPPENED REALLY REALLY FAST . YOU KNOW .,"He got sick, but it really happened, very quickly."
721,Ses01M_impro06_M014,It was kind of like boom... done,sad,IT WAS KIND OF LIKE  BOOM DONE .,It was kind of like a boom... done.
722,Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,sad,IT'S JUST REALLY WEIRD BECAUSE HE WAS REALLY YOUNG YOU KNOW . AND IT KIND OF LIKE .,It's really weird because he was really young and it's kind of like...
723,Ses01M_impro06_M016,--it just kind of freaks you out.,sad,IT JUST KIND OF FREAKS YOU OUT .,It just makes you nervous.
724,Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff. You just like used to take for granted--you know.,sad,SO . WEIRD YOU . KNOW THAT LIKE . ONE DAYS . IT'S LIKE . YOU . KNOW SOUNDS SO STUPID BUT LIKE ONE DAY SOMEONE'S HERE  AND  LIKE  NEXT DAY YOU KNOW THEY'RE NOT HERE AND IT JUST KIND OF  MAKES YOU LIKE THINK ABOUT  LIKE  LIFE AND  MORTALITY AND LIKE  THAT KIND OF STUFF . YOU JUST LIKE USED TO  TAKE FOR GRANTED YOU KNOW .,"So strange you know what a day it is like you know it sounds so stupid, but how one day someone is here, and how the next day you know they're not here, and it makes you easy"
725,Ses01M_impro06_M018,"Exactly, you know, and like he had so many plans and he was going to do...",sad,EXACTLY YOU KNOW AND LIKE HE HAD SO MANY PLANS AND HE WAS GOING TO DO .,"Right, you know, and as if he had so many plans and he'd do it..."
726,Ses01M_impro06_M019,"so many things, you know?",sad,SO MANY THINGS  YOU KNOW .,"So many things, you know?"
727,Ses01M_impro06_M020,What?,sad,WHAT .,What?
728,Ses01M_impro06_M021,Yeah.,sad,YEAH .,Yes.
729,Ses01M_impro06_M022,"He was a really, really good guy.",sad,HE WAS A REALLY REALLY GOOD GUY .,"He was a really, really good guy."
730,Ses01M_impro06_M023,A lot of people loved him.,sad,A LOT OF PEOPLE LOVED HIM .,Many people loved him.
731,Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",sad,YOU KNOW IT'S  LIKE AFFECTING A  LOT OF PEOPLE IT'S NOT JUST ME YOU KNOW .,"You know, it's like influencing a lot of people, it's not just me, you know?"
732,Ses01M_impro06_M025,Umm...,sad,UMM .,Uh...
733,Ses01M_impro06_M026,For like eight years.,sad,FOR LIKE EIGHT YEARS .,Eight years.
734,Ses01M_impro06_M027,Yeah.,sad,YEAH .,"Yes. No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
735,Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",sad,YEAH I'M GLAD I WAS THERE GLAD I  GLAD I GOT TO BE THERE .,"Yeah, I'm glad I was there."
736,Ses01M_impro06_M029,"So weird,",sad,SO  WEIRD .,So strange.
737,Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sad,LIKE I CAN'T IT'S LIKE YOU KNOW IT'S  LIKE  PINCH ME IT'S LIKE I CAN'T BELIEVE LIKE . I'M . DEALING WITH THIS  YOU KNOW .,"Like I'm not... it's like you know it's like ""pinch me,"" it's like I can't believe I'm dealing with this, you know."
738,Ses01M_impro07_F000,Yeah.,neu,YEAH .,"Yeah, what about you?"
739,Ses01M_impro07_F001,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,exc,{LG} FOR SOFTBALL THAT'S  UNBELIEVABLE IS IT SLOW PITCH .,"That's incredible, is that slow pitch?"
740,Ses01M_impro07_F003,Pinch hitting softball.,exc,PINCH HITTING SOFTBALL .,Pinch beats softball.
741,Ses01M_impro07_F004,That is incredible.,exc,THAT IS INCREDIBLE .,That's incredible.
742,Ses01M_impro07_F005,That's amazing. They pay for everything?,exc,THAT'S  AMAZING . THEY PAY FOR EVERYTHING .,"That's amazing, you pay for everything?"
743,Ses01M_impro07_F006,"Your housing, books, everything? That is incredible.",exc,YOUR HOUSING BOOKS EVERYTHING THAT IS . INCREDIBLE .,"Your house, books, everything?"
744,Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,exc,THAT IS INCREDIBLE DO  YOU GET LIKE A PER DIEM .,You're gonna be like a per-diem?
745,Ses01M_impro07_F008,You should...You should look into that.,exc,YOU SHOULD YOU SHOULD LOOK INTO THAT .,You should... you should take a look at this.
746,Ses01M_impro07_F009,"That is amazing, congratulations. Good for you.",exc,THAT IS AMAZING CONGRATULATIONS . GOOD FOR YOU .,"That's incredible, congratulations."
747,Ses01M_impro07_F010,Oh.,neu,OH .,"Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
748,Ses01M_impro07_F011,"Yeah, that you probably. You should see one of these Victorian houses around by.",exc,YEAH THAT YOU PROBABLY YOU . SHOULD . SEE ONE OF THESE VICTORIAN HOUSES AROUND BY .,"Yes, you should see one of those Victorian houses."
749,Ses01M_impro07_F012,Oh. Venice beach.,neu,OH  VENICE BEACH .,Venice Beach.
750,Ses01M_impro07_F013,"Oh, you don't like that. You're west-sider?",exc,OH YOU DON'T LIKE THAT . YOU'RE WEST SIDER .,You're a Westsider?
751,Ses01M_impro07_F014,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",exc,OKAY THAT  WOULD BE WAY TOO MUCH OF A COMMUTE  YOU CAN'T DO THAT  ESPECIALLY  I KNOW ESPECIALLY . FROM I DON'T KNOW WHAT  I  WAS GOING TO SAY  I DON'T . KNOW .,"That would be way too much commuter, you can't do that, especially because... I don't know what I was going to say, I don't know."
752,Ses01M_impro07_F015,I don't know. Commuting from what Malibu that would be ridiculous.,exc,I DON'T KNOW . COMMUTING FROM WHAT MALIBU THAT WOULD BE RIDICULOUS .,"I don't know, departing from what Malibu is would be ridiculous."
753,Ses01M_impro07_F016,Oh yeah. He'd drop you right off at practice?,exc,OH  YEAH HE'D DROP YOU RIGHT OFF AT PRACTICE .,"Oh, yes, he'd drop you off at practice?"
754,Ses01M_impro07_F018,They have those neon--softballs. They're like day-glow you can see them anywhere.,exc,THEY HAVE THOSE NEON . SOFTBALLS  THEY'RE LIKE DAY GLOW YOU CAN SEE THEM ANYWHERE .,"They have these neon softballs, they're like a day-glow you can see anywhere."
755,Ses01M_impro07_F020,Oh. That is incredible. Is it--,neu,OH  THAT . IS INCREDIBLE IS IT .,It's amazing.
756,Ses01M_impro07_F021,"do they have a--is it a co-ed softball team? I mean... Really? You know, I didn't even know that they have that.",exc,DO THEY HAVE A . IS IT A CO ED . SOFTBALL TEAM . I MEAN REALLY YOU KNOW  I  DIDN'T EVEN  KNOW  THAT THEY HAVE THAT .,"You know, I didn't even know they did."
757,Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,exc,WHO DO YOU PLAY LIKE DO ARE YOU LIKE . NATIONALLY RANKED .,"Who are you playing like you, are you... at national level?"
758,Ses01M_impro07_F023,That is unbelievable.,exc,THAT IS UNBELIEVABLE .,It's amazing.
759,Ses01M_impro07_F024,I would put that right up there with--ping-pong.,exc,I WOULD PUT THAT RIGHT UP THERE WITH PING PONG .,I'd put up the ping-pong thing.
760,Ses01M_impro07_F025,I mean not to denigrate what you are doing. I think that's great.,exc,I MEAN NOT TO DENIGRATE WHAT YOU ARE DOING . I THINK THAT'S GREAT .,"I mean, don't disparage what you're doing."
761,Ses01M_impro07_F026,"No, no. I love softball. I played softball all the time.",exc,NO  NO I LOVE SOFTBALL I PLAYED SOFTBALL ALL THE TIME .,"No, I love softball, I've been playing softball all along."
762,Ses01M_impro07_F027,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,exc,I AM NOT SAYING YOU SHOULD . BE . I'M NOT NO I THINK  IT'S GREAT I THINK YOU SHOULD BE INCREDIBLY PROUD YOURSELF ESPECIALLY BECAUSE YOU'RE GOING TO U S C . FOR  FREE . FOR DOING  IT FOR  FREE .,"I think it's great, I think you should be incredibly proud of yourself, especially because you go to the U.S.C. for free for it. for free."
763,Ses01M_impro07_F033,You're like the rookie? The new kid.,hap,YOU'RE LIKE THE ROOKIE . THE NEW KID .,You're like the newcomer?
764,Ses01M_impro07_F034,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],hap,JUST WATCH IN FIVE YEARS YOU'LL BE LIKE ON THE FORCE . YOU . CARRY  AROUND DONUTS IN YOUR BACK POCKET . {LG} .,You're gonna be carrying doughnuts in your buttocks in five years... (LAUGHING)
765,Ses01M_impro07_M000,Check this out. You know how I've told you I've been really into like softball recently?,exc,CHECK THIS OUT YOU KNOW HOW I'VE TOLD YOU I'VE BEEN REALLY . INTO LIKE SOFTBALL RECENTLY .,Do you know how I told you I've really been into softball lately?
766,Ses01M_impro07_M001,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",exc,WELL  THIS  IS TOTALLY RANDOM  I GOT THIS FULL RIDE SCHOLARSHIP TO GO TO U S C NEXT YEAR  TO PLAY SOFTBALL .,"Well, that's totally by chance, I got this full ride scholarship to go to U.S.C. next year to play softball."
767,Ses01M_impro07_M002,For softball. They're going to pay me to go to school. Isn't that awesome?,exc,FOR SOFTBALL THEY'RE GOING TO PAY ME TO GO TO SCHOOL ISN'T  THAT AWESOME .,You're gonna pay me to go to school.
768,Ses01M_impro07_M003,"Yeah. Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit. But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",exc,YEAH . WELL I DON'T WELL YEAH I CAN PITCH I'M NOT LIKE THE PITCHER THOUGH I'M LIKE THE . PINCH HITTER GUY . I MOSTLY JUST HIT  BUT I GUESS I'M GOING TO HAVE TO . YEAH AND THEN I PLAY SHORTSTOP TOO BUT . IT'S SO EX THE GOOD NEWS IS I GET TO STAY HERE .,"Yeah, I can't pitch, but I'm not like the pitcher. I'm like the pinch-hitter guy I've met most of the time, but I guess I have to... yeah, and"
769,Ses01M_impro07_M004,"I know. For softball, yeah.",exc,I KNOW . FOR SOFTBALL . YEAH .,"I know, for softball, yeah."
770,Ses01M_impro07_M005,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",exc,YEAH EVERYTHING EVERY LIKE . FREE RIDE . AND I GET TO YOU KNOW LIKE BE ON LIKE A TROJANS SPORTS TEAM TOO . AND IT'S LIKE COOL ISN'T IT AWESOME .,"Yeah, everything, every kind of free ride, and I'm coming, you know, like being a Trojan sports team, and it's like cool."
771,Ses01M_impro07_M006,"I don't know. I should ask. Yeah, I will.",hap,I DON'T KNOW I SHOULD ASK YEAH I  WILL .,"I don't know, I should ask."
772,Ses01M_impro07_M007,Thank you.,exc,THANK  YOU .,Thank you.
773,Ses01M_impro07_M008,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,exc,BUT I DON'T KNOW I WANT TO LIVE IN THE HOUSING THAT THEY GIVE ME THOUGH CAUSE I THINK I WANT TO YOU KNOW LIKE GET LIKE A NICER PLACE .,But I don't know that I want to live in the apartment they give me because I think I want to tell you to be like a nicer place.
774,Ses01M_impro07_M009,Where should I move?,exc,WHERE SHOULD I MOVE .,Where do you want me to go?
775,Ses01M_impro07_M010,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",exc,THAT'S A REALLY GOOD IDEA OR I COULD GO TO LIKE SANTA MONICA . GO BEACH  VENICE BEACH YEAH A LITTLE DIRTY THOUGH . I . DON'T WANT TO . GO TO VENICE . BEACH . BUT MALIBU ALL RIGHT .,"That's a really good idea. Or I could go to Santa Monica. Go to the beach. Venice beach, yes a little dirty. I don't want to go to Venice beach. But - Malibu. All right."
776,Ses01M_impro07_M011,Professional softball player Malibu. [LAUGHTER],hap,PROFESSIONAL SOFTBALL PLAYER MALIBU . {LG} .,Professional softball player Malibu. (LAUGHING)
777,Ses01M_impro07_M013,"Oh yeah, that would be. Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter. There is a helipad there, right? Yeah, exactly.",hap,OH YEAH THAT WOULD BE . WELL DEPENDS ON WHAT TYPE OF CAR YOU HAD THOUGH TOO I GUESS IT WOULD BE  WORTH IT  HELICOPTER YEAH HELICOPTER THERE  IS A HELIPAD . THERE RIGHT YEAH EXACTLY .,"Well, depends on what kind of car you had, though, too. I guess it would be worth it. Helicopter. Yes, helicopter. There is a helicopter, right? Yes, exactly."
778,Ses01M_impro07_M017,They do it's--believe me it's huge.,hap,THEY DO IT'S BELIEVE ME IT'S HUGE .,"You do it, believe me, it's huge."
779,Ses01M_impro07_M018,I just got into it. I just kind of fell into it. Literally I was walking around and...,exc,I JUST GOT INTO IT I JUST KIND OF FELL INTO IT LITERALLY I WAS WALKING AROUND AND .,"I just kind of fell in, literally I walked around and..."
780,Ses01M_impro07_M019,It's pretty wild.,hap,IT'S PRETTY WILD .,It's pretty wild.
781,Ses01M_impro07_M020,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",neu,YEAH . WELL I DOUBT {NS} PING PONG {NS} .,"Yes, well, I doubt [GARBAGE] Ping Pong [GARBAGE]"
782,Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,exc,FOR FREE THAT'S REALLY WHAT IT'S ABOUT I MEAN WHO CARES  I MEAN IF I HAVE TO PLAY SOFTBALL ALL THE TIME .,"I mean, who cares if I have to play softball all the time?"
783,Ses01M_impro07_M026,Yeah we have like away games and stuff.,neu,YEAH WE HAVE LIKE AWAY GAMES AND STUFF .,"Yeah, we got some kind of away games and stuff."
784,Ses01M_impro07_M030,But you know I'm like [GARBAGE].,neu,BUT YOU KNOW . I'M LIKE {NS} .,But you know I'm like [GARBAGE].
785,Ses01M_impro07_M032,I'm going to have a mustache...On the force...,hap,I'M GOING TO HAVE A MUSTACHE ON  THE FORCE .,I'll have a mustache... on the force...
786,Ses01M_impro07_M033,Pull over..,hap,PULL OVER .,Stop the car.
787,Ses01M_script01_1_F004,Did you talk to him?,sad,DID YOU TALK TO HIM .,Did you talk to him?
788,Ses01M_script01_1_F005,Cried hard?,sad,CRIED HARD .,Severely criticized?
789,Ses01M_script01_1_F006,[BREATHING],sad,{BR} .,(BREATHING)
790,Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",ang,HE'S DREAMING ABOUT HIM AGAIN  WALKING THE STREETS .,"He's dreaming about him again, walking in the street."
791,Ses01M_script01_1_F011,What do you mean a mistake?,ang,WHAT DO YOU MEAN A MISTAKE .,"What do you mean, a mistake?"
792,Ses01M_script01_1_F014,"What, can you prove it? What proof do you have? Can you prove it?",ang,WHAT CAN YOU PROVE IT . WHAT PROOF DO YOU HAVE CAN YOU PROVE IT .,Can you prove it? What proof do you have?
793,Ses01M_script01_1_F015,"To you it is, to me it is. But to your father? You can talk yourself 'til you're blue in the face but there's was no grave and there is no body. So where are you?",ang,TO YOU IT IS TO ME IT IS . BUT TO YOUR FATHER . YOU CAN TALK YOURSELF TIL YOU'RE BLUE IN THE FACE BUT THERE'S WAS NO GRAVE . AND THERE IS NO BODY SO WHERE ARE YOU .,"It's for you, it's for me. But for your father? You can talk to yourself until you're blue on your face, but there's no grave and there's no body. So where are you"
794,Ses01M_script01_1_F016,The trouble is those god damn news papers. Every month some boy comes back missing longer then Larry so--,ang,THE TROUBLE IS THOSE GOD DAMN NEWS PAPERS  EVERY MONTH SOME BOY COMES BACK MISSING LONGER THEN LARRY SO .,"The goddamn news, there's a boy back every month who's been missing longer than Larry, so..."
795,Ses01M_script01_1_F017,Why?,ang,WHY .,Why?
796,Ses01M_script01_1_F020,"Well, what do you want me to do? You're old enough known your own business.",ang,WELL WHAT DO YOU WANT ME TO DO YOU'RE OLD ENOUGH KNOWN YOUR OWN BUSINESS .,You're old enough to know your own business.
797,Ses01M_script01_1_F023,I'm sorry. I ignore what I've got to ignore. That girl is Larry's girl.,ang,I'M SORRY . I IGNORE WHAT I'VE GOT TO IGNORE  THAT GIRL IS LARRY'S GIRL .,"I ignore what I have to ignore, the girl is Larry's girl."
798,Ses01M_script01_1_F024,"From father's point of view he is not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go. See, I don't know.",ang,FROM FATHER'S POINT OF VIEW HE IS NOT DEAD AND YOU HAVE NO RIGHT TO TAKE HIS GIRL  I'M JUST SAYING THAT YOU CAN GO ON FROM THERE IF YOU KNOW WHERE TO GO BUT I'M SAYING  I DON'T KNOW WHERE TO GO . SEE I DON'T KNOW .,"From the father's point of view, he's not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where you're going, but I'"
799,Ses01M_script01_1_F025,You're a considerate fellow. There's nothing wrong in that.,neu,YOU'RE A CONSIDERATE FELLOW THERE'S NOTHING WRONG IN THAT .,You're a considerate guy.
800,Ses01M_script01_1_F026,Did you ask Annie yet?,neu,DID YOU ASK ANNIE YET .,Have you asked Annie yet?
801,Ses01M_script01_1_F029,I don't see why it has to be Annie.,ang,I DON'T SEE WHY IT HAS TO BE  ANNIE .,I don't understand why it has to be Annie.
802,Ses01M_script01_1_F030,"That's a good answer but it doesn't answer anything. You haven't seen her since you went away to war, it's been five years.",ang,THAT'S A GOOD ANSWER BUT IT DOESN'T ANSWER ANYTHING . YOU HAVEN'T SEEN HER SINCE YOU WENT AWAY TO WAR IT'S BEEN  FIVE YEARS .,"You haven't seen her since you went to war, it's been five years."
803,Ses01M_script01_1_F031,"He thinks he's coming back, Chris. You marry that girl you're pronouncing him dead.",sad,HE THINKS HE'S COMING BACK  CHRIS  YOU MARRY THAT GIRL YOU'RE PRONOUNCING HIM . DEAD .,"He thinks he's coming back, Chris, you're marrying the girl you want to testify to."
804,Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know? I don't.",ang,DO YOU KNOW WHAT THAT'LL DO TO YOU . TO YOUR FATHER DO  YOU KNOW . I DON'T .,"You know what that does to you, your father, you know?"
805,Ses01M_script01_1_F035,Are you crazy?,ang,ARE YOU CRAZY .,Are you crazy?
